prompt,Unnamed: 0,chosen,rejected,diff,source_index
It's,2004," not just bearded monsters, as well. Sure, this movie ranks among the best", too bad this is a canned will of the dead. I was reading a good,0.9976686966838316,334
It's a,21984," testament to all the people involved, but it makes the film all the more enjoyable"," nice look at truth, justice and the old ways"".<|endoftext|>",6.74128532409668e-05,3664
"It's a bad movie, it",16974, wasn't.<|endoftext|>,'s a bad production and it's terrible IMHO.<br /><br />,0.0060090377810411,2829
It's a good,9006," blend of a bunch of kids, a each other, and some of their rough", movie! Action every killer in the movie! Good guys fighting their way out from,2.741813659778991e-06,1501
It's a good thing,21780, that Ridley Scott gave the green light to this film. I think his personality is," it's awesome, really definitely an action movie we warn you about, they're",0.0058447718620299,3630
It's a pretty,10710," minimalistic film that does not feature that basic of scientific thinking, problems, anything", weak attempt to pull it off with each sitting at home watching it. Tyra,4.472152795600005e-06,1785
It's a really,15330, hilarious one and a brilliant way to display a person's unfunny behavior on film, great adventure and its meandering as wasi's predecessor. The story is being,0.0008293986320496,2555
It's amazing,5730, how things may turn out.<br /><br />After the player KIT, insult to intelligence and thinking.<br /><br />Some people on the Alpha,0.994121635798365,955
It's easy to,12792," expect the worst in this movie, but here it is... Armed with a schedule", see why many i don't have a problem with the project.<br /><,0.000733733177185,2132
It's hard,12228, to believe that only an American film makers went to Hollywood to build a decent Hollywood, for me to imagine him doing a passable job in anything but his trademark corn,0.0031294240616261,2038
It's hard to believe,3534," that this film has no use in the real world, but I believe it was", that even the part of the movie where he meets an old acquaintance of sorts who,0.0001930886646733,589
It's hard to believe that,10926," Nothin F.K. isn't credited with this role, but once", Irsa Lajevic and Jesus Graça were making this movie just so,0.0001394709106534,1821
It's hard to believe that in,23106," 1994, about half of the engaging, loving guys who work the telephone booth in"," the last five hadsies including US military Strikes of 1971, in the immortal",0.0090138297528029,3851
It's like a bad 80,7800,"s making of the younger generation"". Are we looking at this out of the frustration",s retelling of the orgy of making bad movies.<br /><br,0.0006324787973426,1300
It's like this...,9912," I've seen it in other movies, but in this movie I find it kind",I'm making the movie about a man walking around in a grey suit and smir,0.9948617503978312,1652
It's made in,17310, 1942.)<|endoftext|>," Germany. Yes, so Barry Dreyfuss has done the Universal American Pictures",0.970153085887432,2885
It's my opinion,20472, that this actor could have enjoyed it better! If you have so much to spare," that this film was a HUGE MISTAKE after this, and one that many",0.0006020916625857,3412
It's not,2112," as if Malone, played by McBean, is the bad guy, a", like there's a lot of innocent blood everywhere... Skeleton Tower - The Point,0.9797131386585536,352
It's not just the,11028, story that is interesting. These three stories give a backbone of grit you need in, racially seriousness that makes Holmes so good for Texas. It's real heart wrench,0.0001013278961179,1838
It's not like I have overwhelmingly,3516," positive reviews about the Castlevania series, but I do. And the Cast"," negative feelings for the movie, but I needed something in there that might lure.",0.9967889935942368,586
It's nothing more than a,16560, male abandoned frozen corpse who (with the aid of some loud explosions the film has," collection of treasures with no storyline and budget, and we're not scratching the surface",0.0004618769744411,2760
It's pretty bad when the generic,5484," sci-fi genre makers make Sci-Fi films of this caliber, let alone", Christopher Lee movie where all these good guys are redoing and maintaining his strength but,2.3664033505999904e-05,914
It's rare that I,17862," do get the chance to drop by Rehot's site, so renting this particular", find myself saying something this ridiculous without mean giggling deaths. Most of them,0.9978652734425852,2977
It's the early 80s.,4248," I agreed with Keaton on this one. It's ""Children's TV Movie"," Anyone who remembers the 1970s or MEI cartoons knows this, but since I",0.0267897844314576,708
It's the nature of businesses,13128,". If they are divided uniformly into business, society and culture. History always says",", the company that isn't copying the company. However, Nevada has lost the",0.9893223277758808,2188
It's unlikely,9198," it was everyone's idea."" Someone said, ""He's a shake-up", that this channel would see the quantum leap in film production in a year?<|endoftext|>,0.0036680977791547,1533
Its Christmas Eve and lazy and,7230," forgettable film..."" <br /><br />Acting (Zoe Hill"," misspelled scripts like ""Fascination"" and ""Boyfriend"" come back",5.82381035201e-05,1205
Its hard,17670, to believe there's been a weapon against anyone old enough to have ever called himself,", hard to believe that before the well funded Six Corners launched to sound good",0.0010611473117023,2945
Its like if you,20934, want the best of the best to interested people. For all the faults and fantasies," get a letter handed from the clerk saying: ""it's happened but people are",0.9957803572178816,3489
Its not the cast,78," that gets mentioned, i think Auden and Dan got the big deal in the", that I thought was cool. Fox was making a movie about a guy who escaped,0.9904077699757182,13
Its one of those stereotypical,17778, outfits that everyone in the genre is familiar with. Both White Mirrors and neither,", travestyless child film glamourers that ruin the looks and style",0.0005001552053728,2963
Its plain,1476," english is what draws me to this movie, but this show really proves to be", as milk. This makes sense except as a historical film. B&W suggests,0.9963953235419468,246
Ivan Reitman is,12756, very good - especially showing off what he had at the 1900 club and other high, undoubtedly one of the great importers of cheapist genuinely artistic explicitly on-the,0.9938132027164102,2126
I´m not,14052, that simple  it doesn´t make you really stupid. What even matters," gay enough to use ""Louisiana"", I have included Paul Blair here.<br",0.9808337801368908,2342
JESSICA: A GHOST,23784," OF A WOMAN PARTY, recently released from prison, is captured with her"," MOVIE THEORY? ALL THAT, IT KING LABS. This is a",0.9884337133262306,3964
JUST CA,1692,KE! <br /><br />PLEASE TAKE THE TIME TO SEE,UTION!<br /><br />This might be an easier movie for me,0.7353514730930328,282
"Jack Black's character, Tim",11262, Brown. She seems to believe he's the only one who likes saving face or,"mya, lives more or less like the Network characters - working as an attorney",0.0033762454986572,1877
